1	1	1.000000
1	2	0.899758
1	3	0.489938
1	4	0.545575
1	5	0.482857
1	6	0.761475
1	7	0.687785
1	8	0.436433
1	9	0.860254
1	10	0.838308
1	11	0.46478
1	12	0.611598
1	13	0.33665
1	14	0.520304
1	15	0.863807
1	16	0.854986
1	17	0.54444
1	18	0.378121
1	19	0.514374
1	20	0.393102
1	21	0.359005
1	22	0.502669
1	23	0.58891
1	24	0.539793
1	25	0.414996
1	26	0.489088
1	27	0.592009
1	28	0.637686
1	29	0.439384
1	30	0.554132
1	31	0.415775
1	32	0.421213
1	33	0.315223
1	34	0.485805
1	35	0.418446
1	36	0.574613
1	37	0.154135
1	38	0.534371
1	39	0.633736
1	40	-0.0612817
1	41	0.225477
1	42	0.447807
1	43	0.621944
1	44	0.283914
1	45	0.3976
1	46	0.452255
1	47	0.584292
1	48	0.421272
1	49	0.46974
1	50	0.561789
1	51	0.500066
1	52	0.466552
1	53	0.628293
1	54	0.338749
1	55	0.211089
1	56	0.491993
1	57	0.334995
1	58	0.337735
1	59	0.55985
1	60	0.263636
1	61	0.421153
1	62	0.454298
1	63	0.487558
1	64	0.532997
1	65	0.282879
1	66	0.45271
1	67	0.511006
1	68	0.45211
1	69	0.556779
1	70	0.332431
1	71	0.418152
1	72	0.27755
1	73	0.409681
1	74	0.453334
1	75	0.398192
1	76	0.461513
1	77	0.459477
1	78	0.475531
1	79	-0.0362107
1	80	0.563706
1	81	0.500588
1	82	0.463981
1	83	0.358542
1	84	0.351155
1	85	0.489662
1	86	0.231837
1	87	0.579277
1	88	0.431423
1	89	0.313307
1	90	0.458471
1	91	0.334503
1	92	0.277635
1	93	0.293176
1	94	0.44741
1	95	0.39505
1	96	0.385385
1	97	0.481483
1	98	0.442402
1	99	0.372146
2	1	0.899758
2	2	1.000000
2	3	0.458402
2	4	0.51667
2	5	0.464465
2	6	0.740219
2	7	0.654345
2	8	0.426071
2	9	0.874906
2	10	0.841804
2	11	0.498229
2	12	0.622385
2	13	0.365871
2	14	0.525747
2	15	0.869573
2	16	0.864191
2	17	0.52674
2	18	0.395174
