1	1	1.000000
1	2	0.899779
1	3	0.48985
1	4	0.545528
1	5	0.545557
1	6	0.761443
1	7	0.687746
1	8	0.436525
1	9	0.860208
1	10	0.838351
1	11	0.464776
1	12	0.611525
1	13	0.520378
1	14	0.863837
1	15	0.855036
1	16	0.544442
1	17	0.378136
1	18	0.514405
1	19	0.393071
1	20	0.358972
1	21	0.502699
1	22	0.588974
1	23	0.539735
1	24	0.414983
1	25	0.637412
1	26	0.55424
1	27	0.315145
1	28	0.485876
1	29	0.534421
1	30	0.553863
2	1	0.899779
2	2	1.000000
2	3	0.458321
2	4	0.516622
2	5	0.516653
2	6	0.740191
2	7	0.654311
2	8	0.426167
2	9	0.874854
2	10	0.841842
2	11	0.49822
2	12	0.622308
2	13	0.525825
2	14	0.869602
2	15	0.864243
2	16	0.526741
2	17	0.395185
2	18	0.510913
2	19	0.406265
2	20	0.348687
2	21	0.494845
2	22	0.571333
2	23	0.554601
2	24	0.407765
2	25	0.627803
2	26	0.555816
2	27	0.276786
2	28	0.484771
2	29	0.565892
2	30	0.554423
3	1	0.48985
3	2	0.458321
3	3	1.000000
3	4	0.438248
3	5	0.43821
3	6	0.503927
3	7	0.49602
3	8	0.331999
3	9	0.470479
3	10	0.461222
3	11	0.266671
3	12	0.410195
3	13	0.399103
3	14	0.491773
3	15	0.466477
3	16	0.427831
3	17	0.35971
3	18	0.416288
3	19	0.373554
3	20	0.397526
3	21	0.436761
3	22	0.468651
3	23	0.365908
3	24	0.337124
3	25	0.401968
3	26	0.395315
3	27	0.220878
3	28	0.341688
3	29	0.341953
3	30	0.38899
4	1	0.545528
4	2	0.516622
4	3	0.438248
4	4	1.000000
4	5	0.999999
4	6	0.566529
4	7	0.569324
4	8	0.326819
4	9	0.517647
4	10	0.516039
4	11	0.335642
4	12	0.43767
4	13	0.428372
4	14	0.52611
4	15	0.519946
4	16	0.453506
4	17	0.302854
4	18	0.430875
4	19	0.355267
4	20	0.351477
4	21	0.468223
4	22	0.440637
4	23	0.405942
4	24	0.330574
4	25	0.434521
4	26	0.449973
4	27	0.278218
4	28	0.354386
4	29	0.359942
4	30	0.392567
5	1	0.545557
5	2	0.516653
5	3	0.43821
5	4	0.999999
5	5	1.000000
5	6	0.566523
5	7	0.569316
5	8	0.326837
5	9	0.517664
5	10	0.516075
5	11	0.335652
5	12	0.437675
5	13	0.428377
5	14	0.526142
5	15	0.519967
5	16	0.45352
5	17	0.302868
5	18	0.43086
5	19	0.355239
5	20	0.351456
5	21	0.468248
5	22	0.440636
5	23	0.40596
5	24	0.33058
5	25	0.434515
5	26	0.450022
5	27	0.278199
5	28	0.354396
5	29	0.359935
5	30	0.392577
6	1	0.761443
6	2	0.740191
6	3	0.503927
6	4	0.566529
6	5	0.566523
6	6	1.000000
6	7	0.711758
6	8	0.420749
6	9	0.75318
6	10	0.720831
6	11	0.429724
6	12	0.60102
6	13	0.52941
6	14	0.753599
6	15	0.737125
6	16	0.570832
6	17	0.398712
6	18	0.51593
6	19	0.432957
6	20	0.411163
6	21	0.525137
6	22	0.593679
6	23	0.529351
6	24	0.415999
6	25	0.567108
6	26	0.557292
6	27	0.27912
6	28	0.437315
6	29	0.49401
6	30	0.556557
7	1	0.687746
7	2	0.654311
7	3	0.49602
7	4	0.569324
